"","Course","Course_code","Course_overview","Unit","Overview","Prerequisite","Corequisite","Prohibition","Outcomes","Unit_type","Unit_code"
"11","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Applied Predictive Modelling ","This unit covers a set of tools for modelling, understanding and predicting from complex data sets.   The tools are selected from topics that are a natural blend of statistics and machine learning, and are motivated and demonstrated with applied examples. The underlying general concepts and basic theory are discussed at a level accessible to students. Data sets are analysed using the statistical package R and the unit provides an introduction to this software.  Topics are selected from statistical inference, linear regression, model selection, classification, resampling methods, tree-based methods, support vector machines and machine learning.","(     Course Enrolment in the HON-MTHST Mathematics and Statistics [Honours]   or      the 62530 Master of Data Science   or      the 70550 Master of Bioinformatics   )         and         (      STAT2401 Analysis of Experiments   and      STAT2402 Analysis of Observations   )         or      STAT2062 Fundamentals of Probability with Applications","Nil","STAT3406 Applied Statistics and Data Visualisation","Students are able to (1) apply appropriate techniques from the above topics to real world data and communicate results in a logical and coherent fashion; (2) apply statistical reasoning in general to analyse the essential structure of problems in various fields of data science; (3) extend students' knowledge of statistical modelling techniques and adapt known solutions to different situations; and (4) undertake continuous learning in statistical predictive modelling and inference, being aware that an understanding of fundamentals is necessary for effective application.","Core","STAT4064"
"12","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Bayesian Computing and Statistics ","This unit introduces concepts of Bayesian statistics and illustrates how to apply them to various areas of scientific research. Self-implemented algorithms and probabilistic programming languages (WinBugs, JAGS and/or Stan) are introduced, and the interfaces of the latter to the statistical computing and graphics environment R are discussed. Some computational aspects underlying these probabilistic programming languages are discussed to justify the framework of these algorithms. The algorithms are used, either directly or via their R interface, to fit statistical models within a Bayesian framework to real-world examples from many disciplines such as engineering, science (e.g. agricultural, biological, environmental, medical and physical), social sciences, economics, finance and astronomy.","(     Course Enrolment in the MJD-CDSDM Computing and Data Science major   or      the HON-MTHST Mathematics and Statistics [Honours]   or      the 62530 Master of Data Science   )         and         (      STAT2401 Analysis of Experiments   and      STAT2402 Analysis of Observations   )         or      STAT2062 Fundamentals of Probability with Applications","Nil","STAT3405 Introduction to Bayesian Computing and Statistics","Students are able to (1) understand concepts of Bayesian statistics; (2) fit Bayesian models to their data using modern probabilistic programming languages; (3) implementation of standard Bayesian models from first principles; (4) critically assess fitted models; and (5) interpret and communicate results of Bayesian data analyses.","Core","STAT4066"
"13","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Storytelling ","The recent explosion of available data, together with advances in technology, makes data leverage critical for better business decisions. This unit focuses on three main areas of data reporting: data visualisation, data storytelling/narrative and data presentation/communication. Data visualisation involves converting raw data to an easily understood visual format that is efficient with ink and effective in portraying the messages in the data. Data storytelling or narrative is the ability to provide informative, engaging and impactful explanations of the data analysis that are relevant to the audience. Effective presentation/communication skills are fundamental for combining data visuals and data storytelling. Collectively they offer analytical output in a simple, clear and meaningful way which aids the translation of data to action. This foundation unit provides key competences to effectively present data and findings to a business audience. Students are able to identify appropriate data visualisations for different types of data, gain practical experience in the use of different sophisticated analytical tools and techniques to visualise and analyse data, and communicate analytical findings efficiently, effectively and in a non-technical way.","Enrolment in      42630 Master of Business Analytics    or     41690 Master of Marketing    or     62530 Master of Data Science    or     42270 Graduate Certificate in Business Analytics","Nil.","Nil.","Students are able to (1) identify suitable data visualisations for various data types and sources; (2) produce high quality data visuals (graphs, maps, dashboards, scorecards, interactive visuals) using a range of software packages (such as Tableau, R, Python); (3) critically appraise data visualisations based on principles of graphical excellence; (4) demonstrate effective communication skills (verbal and written); and (5) communicate technical findings to a variety of audiences.",NA,"BUSN5003"
"14","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Computer Vision ","Computer vision is the science of automatically computing information and making decisions from an observed image, image set or an image sequence. It combines concepts from 'image processing' (in the spatial and frequency domains) and 'pattern recognition'. Computer vision has a wide number of potential applications, including satellite imaging, control and measurement, industrial inspection, surveillance (e.g. face recognition) and medical applications. This unit covers topics such as binary image analysis, greyscale image manipulation, linear and nonlinear filtering, feature extraction, image enhancement, image segmentation and recognition. It also covers camera calibration and projective geometry and how three-dimensional information can be reconstructed from single images, stereo pairs of images and motion sequences. In the future, it is anticipated that computer vision systems will become prevailing, and that vision technology will be more applied across a broad range of business and consumer products. This will result in a strong industry demand for computer vision engineers�for people who understand vision technology and know how to apply it in real-world problems.","Enrolment in       in the   (      HON-CMSSE Computer Science and Software Engineering [Honours]   or      the 62530 Master of Data Science   or      the 63550 Master of Engineering   )         or         (      the 62550 Master of Professional Engineering   and      the SP-EBIOM Biomedical Engineering specialisation   or      the SP-EELEC Electrical and Electronic Engineering specialisation   or      the SP-ESOFT Software Engineering specialisation   )         or         (      the 53560 Master of Physics   and      the SPSP-MEDPH Medical Physics specialisation   )         or         (      the BH008 Bachelor of Advanced Computer Science [Honours]   and      the MJD-ARIDM Artificial Intelligence major   )         or         (      the BH011 Bachelor of Engineering [Honours]   and      the MJD-EAUTO Automation and Robotics Engineering major   )","Nil","CITS2401 Computer Analysis and Visualisation And MATH1012 Mathematical Theory and Methods (Note: Students must have the ability to program in a high-level programming language and the ability to reason in linear algebra and calculus.)","Students are able to (1) explain computer vision problems in writing; (2) write MATLAB code to solve computer vision problems; (3) describe the theories and principles in computer vision; (4) conduct independent research on a chosen research topic, write a small research report, and give an oral presentation; (5) demonstrate logical thinking and problem-solving skills; (6) process images in both the spatial and frequency domains; (7) explain the technical theory behind formation of images; and (8) critique various methodologies for solving problems in computer vision and image processing.","Elective","CITS4402"
"15","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Computational Modelling ","This unit explores current research topics in computational modelling. Students develop skills to identify problems, formulate solutions and conduct further research in open questions in this domain.","Enrolment in       in the   (      HON-CMSSE Computer Science and Software Engineering [Honours]   or      the 62510 Master of Information Technology   or      the 62530 Master of Data Science   )         or         (      the 62550 Master of Professional Engineering   and      the SP-ESOFT Software Engineering specialisation   )         or         (      the BH008 Bachelor of Advanced Computer Science [Honours]   and      MJD-ICYDM International Cybersecurity major   or      the MJD-ARIDM Artificial Intelligence major   )","Nil","Nil","Students are able to (1) communicate effectively to present computational models to address a given research hypothesis and qualify the limitations of these models; (2) analyse and discuss current open research topics in the field of computational modelling; (3) explain the concepts and technologies used in the field of computational modelling; and (4) design, apply and analyse relevant technologies to solve problems in the field of computational modelling.","Elective","CITS4403"
"16","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Artificial Intelligence and Adaptive Systems ","Building software modules that can learn from, and adapt to, a changing and unknown environment is the challenge facing many real-world problems, such as multi-robot coordination and navigation, modelling and problem solving for large complex systems. This unit covers a class of nature-inspired algorithms and structures for creating programs that demonstrate emergent adaptive and intelligent behaviours, including evolutionary algorithms, neural networks, machine learning and a range of optimisation techniques powered by swarm intelligence. They can be used to solve problems ranging from complex optimisation, adaptive learning to knowledge acquisition, which form the core research areas of artificial intelligence. Numerous research questions remain when such techniques are applied in real-world situations. In this interactive, project-based unit, students are given the opportunities to explore the above-mentioned advanced topics in artificial intelligence and adaptive systems, research into one topic or technique of interest and develop and apply software solutions in simulated environments.","Enrolment in       in the   (      HON-CMSSE Computer Science and Software Engineering [Honours]   or      the 62510 Master of Information Technology   or      the 62530 Master of Data Science   )         or         (      the 62550 Master of Professional Engineering   and      the SP-EELEC Electrical and Electronic Engineering specialisation   or      the SP-ESOFT Software Engineering specialisation   )         or         (      the BH008 Bachelor of Advanced Computer Science [Honours]   and      the MJD-ARIDM Artificial Intelligence major   )         and      completion of 12 points of programming-based units","Nil","Nil","Students are able to (1) understand the general concepts and approaches used in building AI and adaptive systems; (2) perform a literature search and research investigation on at least one AI approach; (3) apply at least one AI approach to solve significant real-world problems; (4) participate effectively as a member of a team and contribute constructively to team goals; (5) produce scientific writing that explains the hypothesis, experimental design, and evaluation strategy of a problem solution with existing systems; and (6) explain AI approaches and their application in seminar settings..","Elective","CITS4404"
"17","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Mobile and Wireless Computing ","Wireless computing technologies are increasingly used to provide internet connectivity for portable handheld devices and laptop computers, to permit ad-hoc communication between these same devices, and to enable the monitoring and control of our environment from remote locations. The current growth in affordable wireless computing devices presents many exciting opportunities and challenges. This unit introduces a number of topics fundamental to the study of mobile and wireless computing.","Enrolment in       in the   (      HON-CMSSE Computer Science and Software Engineering [Honours]   or      the 62530 Master of Data Science   )         or         (      the 62550 Master of Professional Engineering   and      the SP-EELEC Electrical and Electronic Engineering specialisation   or      the SP-ESOFT Software Engineering specialisation   )         or         (      the BH008 Bachelor of Advanced Computer Science [Honours]   and      the MJD-ICYDM International Cybersecurity major   )         or         (      BH011 Bachelor of Engineering [Honours]   and      in the MJD-ESOFT Software Engineering major   )","Nil","CITS1001 Software Engineering with Java And  CITS2002 Systems Programming And CITS3002 Computer Networks","Students are able to (1) explain the key concepts used for communication in wireless and mobile networks; (2) critically analyse communication protocols for wireless and mobile networks; (3) work in teams to design, build and analyse complex applications with mobile nodes and wireless connections; (4) examine confidentiality, integrity and availability for mobile and wireless networks; and; and (5) discuss ethical implications of security and privacy practices in contemporary wireless networks..","Elective","CITS4419"
"18","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Science Research Project Part 1 ","The Data Science Research Project consists of 24 credits points and comprises CITS5011, CITS5012 and CITS5013 that are taken over two consecutive semesters and must be completed to fulfill the requirements of the Data Science Research Project.  Students can commence the units in either semester 1 or semester 2.CITS5011 is Part 1 of the Master of Data Science Research Project and consists the completion of a Research Project Description and a Research Project Progress Report.  After completing CITS5011 (Part 1), students are able to continue their assessment by enrolling and completing CITS5012 (Part 2) and CITS5013 (Part 3) in their second semester of the project and includes the completion of a Final Project Report and a Presentation and Seminar.The research project topic may be chosen from a provided Department list or on a proposed topic relevant to Data Science and negotiated with the Project Supervisor.  Students are expected to conduct qualitative research work or solve important data science research problems with certain research challenges.","enrolment in the Master of Data Science (62530) and 24 points of Level 4/Level 5 units completed within the course with the equivalent of a UWA weighted average mark (WAM) of at least 70 percent.","nil","CITS5014 Data Science Research Project Part 1 and CITS7201/CITS7202 Computer Science and Software Engineering Research Project Part 1/Part 2","Students are able to (1) gain experience in research methodologies and learn how to plan and execute a research investigation; (2) develop skills in problem formulation, in designing and analysing solutions and experiments, and in the presentation of research findings; (3) develop academic writing and presentation skills; and (4) gain knowledge and an in-depth understanding about the scope of data science..","Elective","CITS5011"
"19","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Science Research Project Part 2 ","The Data Science Research Project consists of 24 credit points and comprises CITS5011 Data Science Research Project Part 1, CITS5012 Data Science Research Project Part 2 and CITS5013 Data Science Research Project Part 3 that are taken over two consecutive semesters and must be completed to fulfill the requirements of the Data Science Research Project. Students can commence the units in either semester 1 or semester 2. CITS5011 is Part 1 of the Master of Data Science Research Project and consists the completion of a research project proposal and a literature review. After completing CITS5011 (Part 1), students are able to continue their assessment by enrolling and completing CITS5012 (Part 2) and CITS5013 (Part 3) in their second semester of the project and includes the completion of a seminar presentation, a poster and a final research project report. The research project topic may be chosen from a list of topics provided by the Department of Computer Science and Software Engineering or on a proposed topic relevant to Data Science and negotiated with the Project Supervisor. Students are expected to conduct qualitative research work or solve important data science research problems with certain research challenges.","enrolment in the Master of Data Science (62530) and completed CITS5011 Data Science Research Project Part 1","Nil","CITS5015 Data Science Research Project Part 2","Students are able to (1) execute research investigations to answer the research questions; (2) valuate existing ideas, algorithms, methodologies or solutions answering the same orsimilar research questions; (3) justify the conclusions with systematic investigations and interpretations of results; and (4) communicate effectively in academic writing and oral presentation.","Elective","CITS5012"
"20","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Science Research Project Part 1 ","In this unit students develop a research project proposal supported by a literature review.  The research project topic may be chosen from a list of topics provided by the Department of Computer Science and Software Engineering or on a proposed topic relevant to Data Science and negotiated with the Project Supervisor. Students are expected to conduct qualitative research work or solve important data science research problems with certain research challenges.","Enrolment in       in the         62530 Master of Data Science   and      completion of 18 points of Level 4/Level 5 units completed within the course with the equivalent of a UWA weighted average mark (WAM) of at least 70 percent","Nil","CITS5011 Data Science Research Project Part 1","Students are able to (1) evaluate a selected body of work; (2) identify research gaps and position one's own study in literature; and (3) formulate research questions with assistance from supervisor(s).","Elective","CITS5014"
"21","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Science Research Project Part 2 ","In this unit students develop a final research project report supported by a seminar presentation and poster.  The research project topic may be chosen from a list of topics provided by the Department of Computer Science and Software Engineering or on a proposed topic relevant to Data Science and negotiated with the Project Supervisor. Students are expected to conduct qualitative research work or solve important data science research problems with certain research challenges.","Enrolment in       in the         62530 Master of Data Science   and      CITS5014 Data Science Research Project Part 1","Nil","CITS5012 Data Science Research Project Part 2","Students are able to (1) execute research investigations to answer the research questions; (2) valuate existing ideas, algorithms, methodologies or solutions answering the same or similar research questions; (3) justify the conclusions with systematic investigations and interpretations of results; and (4) communicate effectively in academic writing and oral presentation.","Elective","CITS5015"
"22","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Cloud Computing ","This unit introduces cloud computing as the provision of computing resources. Students are exposed to modern systems architectures and software development kits that, together, provide cloud computing frameworks. They learn about different aspects of the design, development, provisioning and management of cloud-based applications. Students gain a sound understanding of cloud-based computing and the opportunities that it provides for a diverse range of computing applications. Special attention is made to security of cloud-based applications and the different strategies that are available in these deployments. Students will learn how to carry out operations on the cloud by developing software and utilising application programming interfaces for the services provided by the cloud platform.","Nil","Nil",NA,"Students are able to (1) apply services and architectures offered by virtualisation and cloud platforms to business and research problems; (2) write code to utilise application programming interfaces to interact with the cloud platform; (3) explain how cloud platforms can be used by organisations to achieve efficiencies in developing, operating and scaling modern applications; (4) propose new ways of modifying, extending or combining existing methodologies and implementation techniques; (5) apply international standards documents and application programming interface documentation; and (6) examine the potential for, and practicality of, developing cloud computing architectures for specific applications.","Elective","CITS5503"
"23","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Agile Web Development ","This unit explores technologies, programming languages and environments that underpin the development of modern web applications. It builds on students' previous programming and data management experience to develop and demonstrate technologies in action. Topics and techniques evolve from year to year to stay at the technological front end of the rapidly changing web and internet fields. Examples include historical milestones of the internet and web; client/server models; internet protocols; document standards; development environments; client-side, server-side programming; n-tiered application architectures; database access and abstraction; open-source tools; and agile project methodologies.","Enrolment in       in the         62510 Master of Information Technology   or      the 62530 Master of Data Science   and      completion of 6 points of programming-based units","Nil","familiarity with the contents of CITS1402 Relational Database Management Systems and CITS1401 Computational Thinking with Python","Students are able to (1) explain the key components that work together to enable the delivery of data and services on today's internet; (2) explain the technologies behind the terms and how they fit together, and justify this with examples of hands-on programming experience; (3) apply web technologies to effectively communicate; (4) develop web applications using client side  and server side technologies; and (5) explain and apply agile project methodologies.","Elective","CITS5505"
"24","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","The Internet of Things ","This unit identifies the characteristics and limitations of small hardware devices, communication, and software infrastructure and environments providing mobile and ubiquitous computing contexts. Topics include smartphone and tablet programming, key programming paradigms, user interface design for small form-factor devices, data persistence, messaging and networking, embedded sensors, location-based services, and security and privacy.","Enrolment in       in the   (      62510 Master of Information Technology   or      the 62530 Master of Data Science   )         or         (      the 62550 Master of Professional Engineering   and      the SP-ESOFT Software Engineering specialisation   )         and      completion of 6 points of programming-based units","Nil","Nil","Students are able to (1) discuss Internet of Things (IoT), its potentials, and issues with their peers and with non-specialists ; (2) design, implement, and demonstrate a IoT based application using distributed small devices in a ubiquitous computing environment ; and (3) use a range of current tools and techniques in the construction and deployment of software in ubiquitous computing environments for IoT applications.","Elective","CITS5506"
"25","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","High Performance Computing ","High performance computing is an integral part of modern scientific and engineering research. Most physical systems are explored through simulation and modelling using high performance computing tools like parallel computers. This unit introduces students to the essential tools and techniques of high performance computing. The main objectives are to introduce students to different frameworks of parallel and distributed computing that they can use in their specific areas of interest. The students learn to program multi core processors using OpenMP, and clusters of personal computers using MPI. Students examine high performance computing case studies from different scientific disciplines and also work on individual or group projects to consolidate their learning.MapReduce is a programming paradigm for processing large data sets on clusters of computers. The implementation of MapReduce through Spark and the distributed file system HDFS has become a widely used programming model for high performance computing in the last decade. This unit will also introduce students to this programming model through lectures and laboratory exercises.","Enrolment in       in the   (      62510 Master of Information Technology   or      the 62530 Master of Data Science   )         or         (      the 62550 Master of Professional Engineering   and      the SP-ESOFT Software Engineering specialisation   )         or         (      the BH011 Bachelor of Engineering [Honours]   and      the MJD-ESOFT Software Engineering major   )         and      completion of 12 points of programming-based units","Nil","CITS3402 High Performance Computing   and      SHPC4002 Advanced Computational Physics","Students are able to (1) formulate and implement high performance computing solutions for scientific problems and large scale data processing and (2) demonstrate expertise in problem solving in parallel using distributed memory, distributed shared memory architectures and MapReduce problems , the  most common frameworks for high performance computing.","Elective","CITS5507"
